FID,globalid,uniq_id,timestamp,editor,wardname,wardcode,lganame,lgacode,statename,statecode,idp_hf_prv,idp_hf,idp_am_mdc,tot_hhold,f_pop_60,m_pop_pl60,f_pop18_59,m_pop18_59,f_pop6_17,m_pop6_17,f_pop1_5,m_pop1_5,f_pop_und1,b_pop_und1,site_id,idp_prtb_w,idp_amnts,idp_am_hs,idp_am_med,agncy_cntc,agency_nam,sma_type,site_cls_d,site_opn_d,site_statu,site_type,set_name,alt_st_nam,t_pop_und5,total_pop,pop_source,site_name
73,e3617b68-960f-496b-8960-f92e08ffafe9,6960,1517529600000,dennis.irorere,Maisandari,"12413",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,160,27,22,199,162,214,175,59,48,37,31,BO_S041,Yes,Yes,Yes,Yes,0,MODU GARTAR, ,1410652800000,1410652800000, ,Collective Settlement/Centre,Kaigama, ,0,974,IOM DTM RD24 August 2018,Suleimanti
74,3c92080e-d1f8-4d85-b19a-58fc0b64002a,6961,1517529600000,dennis.irorere,Lamisula,"12410",Maiduguri,"124",Borno,BR,Government,Yes,Yes,21,2,2,45,36,31,25,24,19,6,4,BO_S039,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Damasak, ,0,194,IOM DTM RD24 August 2018,Wulari Dujima
75,db07b87c-46dc-47f4-80a9-8dafefb14f08,6962,1517529600000,dennis.irorere,Bolori 1,"12401",Maiduguri,"124",Borno,BR,Government,Yes,Yes,19,2,2,34,21,26,20,16,13,7,4,BO_S043,Yes,Yes,Yes,Yes,0, , ,1402272000000,1402272000000, ,Collective Settlement/Centre,Living Faith Church, ,0,145,IOM DTM RD24 August 2018,Living Faith Church
76,c012fa6a-2286-4246-bd47-234697e2a30d,6963,1517529600000,dennis.irorere,Bolori 1,"12401",Maiduguri,"124",Borno,BR,Government,Yes,Yes,395,27,22,564,461,389,319,295,242,67,55,BO_S040,Yes,Yes,Yes,Yes,0, ,Government,1404432000000,1404432000000, ,Collective Settlement/Centre,Shuwari, ,0,2441,IOM DTM RD24 August 2018,DCC Shuwari
77,52f2cb05-eb96-4f44-9371-a7cef741efaf,6964,1517529600000,dennis.irorere,Dusuman,"11307",Jere,"113",Borno,BR,INGO,Yes,Yes,3514,490,401,4862,3978,2475,2025,1504,1229,477,390,BO_S018,Yes,Yes,Yes,No,0,SEMA/NEMA,Government,1394841600000,1394841600000,Open,Collective Settlement/Centre,Farm Centre, ,0,17831,IOM DTM RD24 August 2018,Farm Center
78,5111370c-cbc9-421c-9522-d7171163c49e,6965,1517529600000,dennis.irorere,Bolori 1,"12401",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,63,10,9,62,51,54,45,18,14,11,8,BO_S042,Yes,Yes,Yes,Yes,7080016894, , ,1417564800000,1417564800000, ,Collective Settlement/Centre,Shuwari, ,0,282,IOM DTM RD24 August 2018,Federal Lowcost Chezcoan
79,5d79b894-dcd5-4697-82f9-bab426e422d2,6966,1517529600000,dennis.irorere,Bolori 1,"12401",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,2508,241,213,3291,2585,2604,2217,1489,1373,559,495,BO_S014,Yes,Yes,Yes,Yes,70376704061,NEMA,Government,1410220800000,1410220800000,Open,Collective Settlement/Centre,Bolori,Teachers Village,0,15067,IOM DTM RD24 August 2018,Teachers Village IDP Camp
80,ceb3f468-0434-4848-a039-c25d79d70814,7015,1517529600000,dennis.irorere,Old Maiduguri,"11311",Jere,"113",Borno,BR,NGO,Yes,Yes,150,10,6,199,153,124,119,73,68,16,15,BO_S114,Yes,Yes,Yes,Yes,0, , ,,, ,Camp,Lari Kari, ,0,783,IOM DTM RD24 August 2018,Old Maiduguri Police Station Camp
81,10c71f76-f371-42b1-84c4-860512d30ca5,6967,1517529600000,dennis.irorere,Mairi,"11309",Jere,"113",Borno,BR,Government,Yes,No,21,4,2,35,21,25,19,12,8,6,2,BO_S056,Yes,Yes,Yes,Yes,0, , ,1389225600000,1389225600000, ,Collective Settlement/Centre,Mairi Central, ,0,134,IOM DTM RD24 August 2018,Orji Kalu House
82,cd77c804-4576-4085-a028-a6462c1ecfd6,6968,1517529600000,dennis.irorere,Bolori 1,"12401",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,105,15,16,133,123,98,86,60,55,28,23,BO_S025,Yes,Yes,Yes,Yes,0, ,Individual/Private,1402358400000,1402358400000, ,Collective Settlement/Centre,Shuwari,Sabongari Buzu Camp,0,637,IOM DTM RD24 August 2018,Sabongari Buzu Camp
83,e1fc3623-62cf-4647-b50e-d197bc132137,6969,1517529600000,dennis.irorere,Bolori 1,"12401",Maiduguri,"124",Borno,BR,Government,Yes,Yes,752,173,144,1145,938,976,799,346,284,229,190,BO_S024,Yes,Yes,Yes,Yes,0, , ,1415750400000,1415750400000, ,Collective Settlement/Centre,Shuwari, ,0,5224,IOM DTM RD24 August 2018,Garba Buzu Quarter
84,7e071a6d-faa7-466c-8125-2ed24cefd42d,7020,1517529600000,dennis.irorere,Monguno,"12307",Monguno,"123",Borno,BR,INGO,Yes,Yes,3727,415,340,6870,4579,3778,3092,2519,2061,830,679,BO_S059,No,Yes,No,Yes,0, ,Government,,, ,Not identified,Monguno, ,0,25163,IOM DTM RD24 August 2018,Government Girls Secondary School
85,9d490ce1-621a-432d-aa61-b983f0064373,7188,1517529600000,adanna.alex,Dala,"11312",Jere,"113",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1465862400000,1465862400000,Open,Not identified,Dala Sandari, ,0,0,eHA_Polio,Dala Sandari IDP Camp
86,7afc7e43-956d-457a-905d-4a40000ec369,6970,1517529600000,dennis.irorere,Benisheikh,"11401",Kaga,"114",Borno,BR,INGO,Yes,Yes,412,55,34,344,277,345,306,79,73,49,47,BO_S029,Yes,Yes,Yes,No,0, , ,1424649600000,1424649600000, ,Collective Settlement/Centre,Bulama Bukar Kolo,Lowcost SDP,0,1609,IOM DTM RD24 August 2018,Lowcost SDP
87,d397b472-95dd-439a-a3eb-ad542f652cd8,6971,1517529600000,dennis.irorere,Shehuri North,"12414",Maiduguri,"124",Borno,BR,NGO,Yes,Yes,563,45,36,608,498,487,398,320,261,62,50,BO_S053,Yes,Yes,Yes,Yes,0, ,INGO,1417564800000,1417564800000, ,Collective Settlement/Centre,Gamboru, ,0,2765,IOM DTM RD24 August 2018,Kawarmela
88,530077a9-bbb7-4fdb-bffc-58b588d84904,6972,1517529600000,dennis.irorere,Gamboru,"12405",Maiduguri,"124",Borno,BR,Government,Yes,Yes,38,4,2,46,38,37,30,24,20,5,3,BO_S048,Yes,Yes,Yes,Yes,0, , ,1402704000000,1402704000000, ,Collective Settlement/Centre,Gamboru, ,0,209,IOM DTM RD24 August 2018,Kasuwan Shanu Gidan Kifi
89,853e0b6f-8a3f-4505-9f2d-80f45ba9db59,6973,1517529600000,dennis.irorere,Gajiram,"12604",Nganzai,"126",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S063, , ,Yes,No,0, , ,,, ,Not identified,Gajiram, ,0,0,IOM DTM RD24 August 2018,Gajiram Central Primary School 2
90,c6c0d9e8-cd12-44fa-90de-899bb10ded8d,6974,1517529600000,dennis.irorere,Gajiram,"12604",Nganzai,"126",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S062, , ,Yes,No,0, , ,,, ,Not identified,Gajiram, ,0,0,IOM DTM RD24 August 2018,Gajiram Central Primary School 1
91,5698439b-70bf-4c2a-bb8f-b054cb7e6671,6975,1517529600000,dennis.irorere,Maisandari,"12413",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,25,3,2,37,25,30,24,14,10,3,3,BO_S121,Yes,Yes,Yes,Yes,0, , ,,, ,Collective Settlement/Centre,Kaigama, ,0,151,IOM DTM RD24 August 2018,Dalwa
92,c17d0ec3-dde8-48a5-8aa3-da54b0cd5397,6976,1517529600000,dennis.irorere,Damboa,"10703",Damboa,"107",Borno,BR,INGO,Yes,Yes,2167,63,68,2573,1788,535,475,434,385,138,126,BO_S089,Yes,Yes,Yes,Yes,0, ,Government,,, ,Collective Settlement/Centre,Damboa Town, ,0,6585,IOM DTM RD24 August 2018,General Hospital Damboa
93,6f6ccc80-89ff-4a43-b20a-0efede200e0a,6977,1517529600000,dennis.irorere,Mairi,"11309",Jere,"113",Borno,BR,INGO,Yes,No,38,4,4,47,41,36,33,19,13,7,6,BO_S034,Yes,Yes,Yes,No,0, , ,,, ,Collective Settlement/Centre,Mairi Central, ,0,210,IOM DTM RD24 August 2018,Uni Guest
94,e0ef7b77-5ef1-4bb1-bc0f-8fde482d0ee4,6978,1517529600000,dennis.irorere,Monguno,"12307",Monguno,"123",Borno,BR,INGO,Yes,Yes,207,12,9,141,115,122,99,84,68,23,18,BO_S203,Yes,Yes,Yes,Yes,0, , ,1474416000000,1474416000000,Informal,Collective Settlement/Centre,Chesala, ,4462,691,IOM DTM RD24 August 2018,Fulatari Camp
95,24f52ef3-c842-41c8-b3c2-1d7c1ce115f0,6979,1517529600000,dennis.irorere,Hambagda Limankara Jaje,"11107",Gwoza,"111",Borno,BR,INGO,Yes,Yes,776,96,78,985,805,696,570,504,413,120,98,BO_S073,Yes,Yes,Yes,Yes,0, , ,1427241600000,1427241600000, ,Formal,20 Housing Estate, ,0,4365,IOM DTM RD24 August 2018,20 Housing Estate
96,6210565a-8c7a-49fd-8619-92c303fdb5c0,7116,1517529600000,dennis.irorere,Baga,"11702",Kukawa,"117",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S169, , ,Yes, ,0, , ,,,Informal,Camp,Barwati, ,0,0,IOM DTM RD24 August 2018,Baga Primary School
97,686dd53a-ba88-4be5-86bc-dbd722c90790,6980,1517529600000,dennis.irorere,Old Maiduguri,"11311",Jere,"113",Borno,BR,INGO,Yes,Yes,1105,56,58,1469,1108,922,852,536,494,112,117,BO_S068,Yes,Yes,Yes,Yes,0, ,INGO,,,Informal,Camp,Faria Comp, ,300,5724,IOM DTM RD24 August 2018,Faria Gidan Block Camp
98,ac53b7aa-762a-485b-af13-fb02b4bca099,6981,1517529600000,dennis.irorere,Monguno,"12307",Monguno,"123",Borno,BR,INGO,Yes,Yes,941,113,93,1393,1140,1205,986,828,678,226,185,BO_S098,Yes,Yes,Yes,Yes,0, ,Government,,,Formal,Collective Settlement/Centre,Monguno Town, ,0,6847,IOM DTM RD24 August 2018,Government Day Secondary Monguno
99,640c363c-b71c-42ca-a283-5963c5c9d574,6982,1517529600000,dennis.irorere,Monguno,"12307",Monguno,"123",Borno,BR,INGO,Yes,Yes,2905,266,218,4403,2936,2422,1981,1615,1321,532,436,BO_S092,Yes,Yes,Yes,Yes,0, ,Government,,,Formal,Collective Settlement/Centre,Monguno Town, ,0,16130,IOM DTM RD24 August 2018,Kuya Primary School Monguno
100,52ccb646-fe24-44f3-bce4-ad8c8d1b4ac7,6983,1517529600000,dennis.irorere,Monguno,"12307",Monguno,"123",Borno,BR,NGO,Yes,Yes,5241,459,375,6961,5695,4176,3417,2784,2278,918,751,BO_S133,Yes,Yes,No,Yes,0, ,Government,,,Formal,Collective Settlement/Centre,Monguno Town, ,0,27814,IOM DTM RD24 August 2018,Government Senior Science School Monguno
101,b184415d-c63e-48dc-8006-758aa24d7f47,6984,1517529600000,dennis.irorere,Bulabulin,"11103",Gwoza,"111",Borno,BR,INGO,Yes,Yes,235,15,12,311,255,215,176,156,127,45,36,BO_S111,Yes,Yes,Yes,Yes,0, , ,1427241600000,1427241600000,Informal,Collective Settlement/Centre,Gwoza Wakane Primary School, ,78,1348,IOM DTM RD24 August 2018,Gwoza Wakane Primary School
102,41792bd2-9025-4c00-be71-d80b6bf5ecda,6985,1517529600000,dennis.irorere,Dusuman,"11307",Jere,"113",Borno,BR,INGO,Yes,No,1467,142,115,1903,1556,586,479,439,359,159,130,BO_S151,Yes,Yes,Yes,Yes,0, ,Government,1465862400000,1465862400000,Informal,Collective Settlement/Centre,Muna Dutsman,Custom House,1722,5868,IOM DTM RD24 August 2018,Muna Custom House IDPs Camp
103,a973c264-3431-4191-abf8-3490ed1d73c7,6986,1517529600000,dennis.irorere,Dikwa,"10803",Dikwa,"108",Borno,BR,NGO,Yes,Yes,1523,93,63,1678,1647,1349,1039,902,739,194,127,BO_S138,Yes,Yes,Yes,Yes,0, ,INGO,1474329600000,1474329600000,Informal,Collective Settlement/Centre,Sangaya Idps Camp, ,1000,7831,IOM DTM RD24 August 2018,Sangaya Idp
104,4fb427a1-8517-4827-8dea-ac22fb5be33d,6987,1517529600000,dennis.irorere,Jigalta,"12606",Nganzai,"126",Borno,BR,Government,Yes,Yes,41,12,9,47,39,43,35,21,25,11,12,BO_S152,Yes,Yes,Yes,Yes,0, , ,,, ,Not identified,Nganzai, ,0,254,IOM DTM RD24 August 2018,Gasarwa Primary School Clinic
105,296e0277-2de7-4296-9e77-cf1df53edfbb,6988,1517529600000,dennis.irorere,Gajiganna,"12005",Magumeri,"120",Borno,BR,NGO,Yes,Yes,533,49,44,575,513,293,240,353,342,75,71,BO_S190,No,Yes,Yes,Yes,0, , ,,,Informal,Camp,Kori, ,0,2555,IOM DTM RD24 August 2018,Admin Block
106,dd98bec9-ce37-4d78-9a27-05df7fd22e37,6989,1517529600000,dennis.irorere,Dikwa,"10803",Dikwa,"108",Borno,BR,INGO,Yes,Yes,467,61,54,498,441,373,306,223,198,63,74,BO_S205,Yes,Yes,No,Yes,0, , ,,,Informal,Camp,Kulagoru, ,0,2291,IOM DTM RD24 August 2018,Ajari Camp
107,"0291d015-5847-4251-b4c1-912e96c93484",6990,1517529600000,dennis.irorere,Mashamari,"11305",Jere,"113",Borno,BR,INGO,Yes,Yes,31,3,2,45,39,19,13,19,15,4,3,BO_S197,Yes,Yes,No,No,0, , ,,,Informal,Collective Settlement/Centre,Goni Kachallari, ,0,162,IOM DTM RD24 August 2018,Alhaji Adam House 2
108,9de8659f-8104-4469-a5b6-1f62139a6d19,6991,1517529600000,dennis.irorere,Bolori 2,"12402",Maiduguri,"124",Borno,BR,Government,Yes,Yes,10,1,0,13,8,6,8,6,5,2,2,BO_S187,Yes,Yes,Yes,Yes,0, , ,,,Informal,Collective Settlement/Centre,Bolori Gana, ,0,51,IOM DTM RD24 August 2018,Beni Farin Gida
109,ec18fc46-2f58-4193-96be-31d0b58d3d78,6992,1517529600000,dennis.irorere,Gajiganna,"12005",Magumeri,"120",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S191, , ,Yes,Yes,0, , ,,,Informal,Collective Settlement/Centre,Kori, ,0,0,IOM DTM RD24 August 2018,Central Primary School
110,5181d7b0-822e-48e3-ae6c-74a74f2ab15e,6993,1517529600000,dennis.irorere,Nzuba Wayaram,"10706",Damboa,"107",Borno,BR,INGO,Yes,Yes,68,4,3,69,57,48,39,36,30,8,7,BO_S220,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Wulari, ,0,301,IOM DTM RD24 August 2018,Estate Camp
111,"04cf9a67-9a8f-4a3b-af8f-a93bd822a3ac",7135,1517529600000,dennis.irorere,Rim,PLSRYM10,Riyom,"32015",Plateau,PL, , , ,0,0,0,0,0,0,0,0,0,0,0,PL_S007, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Ekan Primary School, ,0,0,IOM DTM RD24 August 2018,Ekan Primary School
112,45b69fa1-9434-45b1-9ece-ed47f2819cd6,7189,1517529600000,adanna.alex,Maisandari,"12413",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,1397952000000,1397952000000,Open,Not identified,CBN Kushari, ,1981,0,eHA_Polio,CBN Kushari IDP Camp
113,9924b1f0-6d8d-49f4-96ad-7e3930db0e61,6994,1517529600000,dennis.irorere,Pulka Bokko,"11112",Gwoza,"111",Borno,BR,Local Clinic,Yes,Yes,539,32,27,667,546,504,413,326,266,106,71,BO_S224,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Bulama Manya Tada, ,0,2958,IOM DTM RD24 August 2018,General Hospital Transit Camp Pulka
114,5263c4d4-dabb-4f40-ace2-248ebc973dc6,7127,1517529600000,dennis.irorere,Karagawaru,"11409",Kaga,"114",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S208, , ,No, ,0, , ,,,Informal,Collective Settlement/Centre,Usman Garden Husheri, ,0,0,IOM DTM RD24 August 2018,Usman Garden Husheri
115,df94e0d7-86a4-404e-8121-daeb6921df38,6996,1517529600000,dennis.irorere,Gongolong,"11310",Jere,"113",Borno,BR,Government,Yes,No,535,145,96,533,548,562,374,209,139,53,36,BO_S212,Yes,Yes,No,Yes,0, , ,,,Informal,Collective Settlement/Centre,Gongulong, ,0,2695,IOM DTM RD24 August 2018,Kessa Kura
116,dfe49783-ca67-4f0b-af9a-5a2ed208255e,6997,1517529600000,dennis.irorere,Maisandari,"12413",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,76,12,18,127,70,84,69,36,38,28,27,BO_S199,Yes,Yes,No,Yes,0, , ,,,Informal,Collective Settlement/Centre,Kaigama, ,0,509,IOM DTM RD24 August 2018,Kuru Camp
117,e6285c38-e9b6-49a3-bdbd-c1258d215fe4,7186,1517529600000,adanna.alex,Bulabulin,"12403",Maiduguri,"124",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Formal,Beya Fura, ,142,0,eHA_Polio,Konduga
118,6bf65b18-6d72-47cd-a557-18422e4c99b1,6998,1517529600000,dennis.irorere,Damboa,"10703",Damboa,"107",Borno,BR,INGO,Yes,Yes,20,3,2,14,18,15,11,7,5,2,1,BO_S218,Yes,Yes,No,Yes,0, , ,,,Informal,Camp,Arege, ,0,78,IOM DTM RD24 August 2018,Mobile Clinic
119,9f0a37c9-1ac6-430c-830c-8372ba957dba,6999,1517529600000,dennis.irorere,Maisandari,"12413",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,36,4,3,47,31,32,22,13,9,7,5,BO_S198,Yes,Yes,No,Yes,0, , ,,,Informal,Camp,Kaigama, ,0,173,IOM DTM RD24 August 2018,Musine
120,83ac9758-9b0b-4668-81bb-83ceaf93d3d1,7000,1517529600000,dennis.irorere,Damboa,"10703",Damboa,"107",Borno,BR,INGO,Yes,Yes,48,7,5,42,37,35,27,16,12,5,3,BO_S221,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Arege, ,0,189,IOM DTM RD24 August 2018,Old Secretariat Camp
121,"0b1bb2a0-d489-4f50-82be-c440776a0978",7001,1517529600000,dennis.irorere,Damboa,"10703",Damboa,"107",Borno,BR,INGO,Yes,Yes,26,2,1,34,25,12,9,11,7,2,2,BO_S223,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Arege, ,0,105,IOM DTM RD24 August 2018,Police Barrack
122,24bacc24-2925-4591-8fcf-4d9ac8fca6a4,7002,1517529600000,dennis.irorere,Dikwa,"10803",Dikwa,"108",Borno,BR,INGO,Yes,Yes,1535,131,146,1467,1298,1023,836,782,665,286,265,BO_S182,Yes,Yes,No,Yes,0, ,INGO,,,Informal,Collective Settlement/Centre,Kulagoru, ,0,6899,IOM DTM RD24 August 2018,Shehuri Camp
123,8000011a-f268-467a-b903-f61272bd35d9,7003,1517529600000,dennis.irorere,Damboa,"10703",Damboa,"107",Borno,BR,INGO,Yes,Yes,161,20,14,123,112,97,87,46,38,13,9,BO_S222,Yes,Yes,Yes,Yes,0, , ,,,Informal,Camp,Arege, ,0,559,IOM DTM RD24 August 2018,Upper Court
124,fa6ecfb0-4c14-40ab-9349-59b176e87775,7004,1517529600000,dennis.irorere,Mashamari,"11305",Jere,"113",Borno,BR,INGO,Yes,Yes,6,1,1,7,5,6,4,4,2,1,0,BO_S165,Yes,Yes,No,No,0, ,Individual/Private,,,Informal,Collective Settlement/Centre,Goni Kachallari, ,0,31,IOM DTM RD24 August 2018,Alhaji Adams House
125,3c5ef1d9-8fa2-4f35-91f6-63d61db4122a,7005,1517529600000,dennis.irorere,Mashamari,"11305",Jere,"113",Borno,BR,NGO,Yes,No,45,7,5,75,61,36,30,38,30,17,11,BO_S163,Yes,Yes,Yes,No,0, , ,,,Informal,Collective Settlement/Centre,Goni Kachallari, ,0,310,IOM DTM RD24 August 2018,Alhaji Mustapha Babagana House
126,6c16927b-5185-4981-9b0f-424594f2262b,7006,1517529600000,dennis.irorere,Mashamari,"11305",Jere,"113",Borno,BR,INGO,Yes,Yes,23,5,2,28,24,28,21,19,14,5,4,BO_S166,Yes,Yes,No,No,0, ,Individual/Private,,,Informal,Collective Settlement/Centre,Goni Kachallari, ,0,150,IOM DTM RD24 August 2018,Bamodu House
127,a3bf945b-5c9b-4f7e-ad8a-ab8048d4e4ec,7007,1517529600000,dennis.irorere,Old Maiduguri,"11311",Jere,"113",Borno,BR,INGO,Yes,Yes,456,26,25,659,497,399,397,236,226,53,50,BO_S178,Yes,Yes,No,Yes,0, ,Government,,,Formal,Transitional Centre,Lari Kari, ,0,2568,IOM DTM RD24 August 2018,El Miskin Transit
128,bcea5a44-4454-4927-81a3-ef947ed0b7e1,7008,1517529600000,dennis.irorere,Song Gari,ADSSNG07,Song,"2018",Adamawa,AD,Government,Yes,No,17,0,0,11,10,10,10,12,10,5,4,AD_S018,Yes,Yes,Yes,No,0, , ,,, ,Collective Settlement/Centre,Anguwan Sarki Labbare, ,0,72,IOM DTM RD24 August 2018,Shagari Quarters Camp
129,44edd03d-006a-4d48-9437-5627a67bd0fd,7738,1517529600000,adanna.alex,Victoria Island,LASEOA20,Eti Osa,"25008",Lagos,LA, , , ,0,0,0,0,0,0,0,0,0,0,0, , , , , ,0, , ,,, ,Not identified,IDP Agoro, ,0,0,GRID,IDP Agoro
130,90d894f8-9929-490e-aeb4-b144b970a069,7009,1517529600000,dennis.irorere,Bolori 1,"12401",Maiduguri,"124",Borno,BR,INGO,Yes,Yes,25,4,2,30,26,26,20,8,5,6,5,BO_S084,Yes,Yes,Yes,Yes,0, ,Individual/Private,,, ,Collective Settlement/Centre,Shuwari, ,0,132,IOM DTM RD24 August 2018,Bullet Quarters
131,1019b390-1350-495f-b000-bdcc4569db23,7010,1517529600000,dennis.irorere,Old Maiduguri,"11311",Jere,"113",Borno,BR,INGO,Yes,Yes,518,102,82,705,512,485,397,284,233,135,108,BO_S113,Yes,Yes,Yes,Yes,0, ,Government,,, ,Camp,Lari Kari, ,0,3043,IOM DTM RD24 August 2018,El Maskin Centre
132,b9b5939a-e03a-4ee4-ba8b-58306735e781,7011,1517529600000,dennis.irorere,Monguno,"12307",Monguno,"123",Borno,BR,INGO,Yes,Yes,219,21,18,262,215,227,185,156,127,42,35,BO_S096,Yes,Yes,No,Yes,0, ,Government,,, ,Collective Settlement/Centre,Monguno, ,0,1288,IOM DTM RD24 August 2018,Gardener Lowcost
133,c1877d37-c25f-4b22-8b5c-2422764da5aa,7012,1517529600000,dennis.irorere,Old Maiduguri,"11311",Jere,"113",Borno,BR,NGO,Yes,Yes,156,6,7,162,118,103,91,55,58,13,12,BO_S072,Yes,Yes,No,Yes,0, , ,,, ,Collective Settlement/Centre,Lari Kari, ,0,625,IOM DTM RD24 August 2018,Korso Bashir Camp
134,5bd84271-5df7-488b-b265-e5be907016b2,7145,1517529600000,dennis.irorere,Kagarko South,KD1106,Kagarko,"19011",Kaduna,KD, , , ,0,0,0,0,0,0,0,0,0,0,0,KD_S005, , , , ,0, , ,,,Informal,Collective Settlement/Centre,Kagarko South, ,0,0,IOM DTM RD24 August 2018,Kagarko South Camp
135,478dd6fe-b3b6-45fd-b80b-c02a924efd30,7013,1517529600000,dennis.irorere,Benisheikh,"11401",Kaga,"114",Borno,BR,INGO,Yes,Yes,474,47,34,1215,974,822,806,248,234,151,137,BO_S101,Yes,Yes,Yes,No,0, , ,,, ,Collective Settlement/Centre,Bulama Bukar Kolo, ,0,4668,IOM DTM RD24 August 2018,Magistrate
136,3658ab97-1abd-4e68-9f04-2138c0b5ec43,7014,1517529600000,dennis.irorere,Mafa,"11908",Mafa,"119",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S144, , ,Yes,Yes,0, ,INGO,,, ,Collective Settlement/Centre,Aji Sambori, ,0,0,IOM DTM RD24 August 2018,Mafa Primary School Camp
137,5c6828f3-46a0-488a-9495-f9e1a32af87b,7016,1517529600000,dennis.irorere,Old Maiduguri,"11311",Jere,"113",Borno,BR,Government,Yes,Yes,877,48,47,1208,911,744,716,440,408,96,93,BO_S076,Yes,Yes,No,Yes,0, , ,,, ,Collective Settlement/Centre,Lari Kari, ,0,4711,IOM DTM RD24 August 2018,Shuwari Camp
138,db873aab-c07e-4e02-b3c5-ed7217db1ffc,7168,1517529600000,dennis.irorere,Mutum Biyu A,TRSGAS03,Gassol,"35005",Taraba,TA, , , ,0,0,0,0,0,0,0,0,0,0,0,TR_S024, , ,Yes, ,0, , ,,, ,Collective Settlement/Centre,Government Lodge, ,0,0,IOM DTM RD24 August 2018,Government Lodge
139,a87cc13e-add7-4a73-80fa-84725bfd65f5,7017,1517529600000,dennis.irorere,Dikwa,"10803",Dikwa,"108",Borno,BR,INGO,Yes,Yes,356,29,25,670,447,537,359,328,215,64,44,BO_S140,Yes,Yes,Yes,Yes,0, ,INGO,,,Informal,Collective Settlement/Centre,Agric Store, ,0,2718,IOM DTM RD24 August 2018,Bulabulin Idp Camp
140,"07431c4d-78fb-426f-9463-23b87b844bd8",7019,1517529600000,dennis.irorere,Galtimari,"11306",Jere,"113",Borno,BR,INGO,Yes,Yes,15,2,4,14,11,9,6,9,5,2,1,BO_S124,Yes,Yes,Yes,Yes,0, ,INGO,,, ,Collective Settlement/Centre,Fori Lawanti, ,0,63,IOM DTM RD24 August 2018,Gidan Bredi
141,6a839496-a442-446d-bb7c-8febd54f4b9d,7021,1517529600000,dennis.irorere,Dusuman,"11307",Jere,"113",Borno,BR,NGO,Yes,Yes,33,6,4,44,36,24,20,18,15,5,6,BO_S195,Yes,Yes,No,Yes,0, , ,,, ,Not identified,Muna Dalti, ,0,178,IOM DTM RD24 August 2018,Muna Kori Bula Yalaye
142,edf38665-34b0-429f-8bd9-4e3cabeb222d,7022,1517529600000,dennis.irorere,Auno,"11602",Konduga,"116",Borno,BR,INGO,Yes,Yes,2354,249,210,3014,2640,2601,2135,1791,1570,589,480,BO_S017,Yes,Yes,Yes,Yes,8033208648,NEMA,Government,1431648000000,1431648000000,Open,Collective Settlement/Centre,Shagari Lowcost,400 Housing Esate Gubio,0,15279,IOM DTM RD24 August 2018,Shagari Lowcost IDPs Camp
143,702ba8b7-04d0-40ad-b641-231ad8e8bd60,7132,1517529600000,dennis.irorere,Boboshe,"10802",Dikwa,"108",Borno,BR, , , ,0,0,0,0,0,0,0,0,0,0,0,BO_S136, , ,Yes, ,0, , ,,, ,Collective Settlement/Centre,Alhaji Kolomi House, ,0,0,IOM DTM RD24 August 2018,Alhaji Kolomi House
144,dc7b2c10-c2bb-4513-9818-0bfae6676be3,7023,1517529600000,dennis.irorere,Kirawa Jimin,"11109",Gwoza,"111",Borno,BR,INGO,Yes,Yes,16,11,9,33,29,18,15,23,19,9,7,BO_S215,Yes,Yes,Yes,No,0, ,Individual/Private,,,Informal,Camp,Sabon Gari Bulama Shettima, ,0,173,IOM DTM RD24 August 2018,Alhaji Bashir Liman House
145,e77e6aa6-12a8-44f9-9d84-87a2557f39c9,7024,1517529600000,dennis.irorere,Dusuman,"11307",Jere,"113",Borno,BR,INGO,Yes,Yes,601,79,64,799,652,360,293,288,234,80,65,BO_S196,Yes,Yes,No,Yes,0, ,INGO,,,Informal,Collective Settlement/Centre,Harun Alana Idp Camp, ,0,2914,IOM DTM RD24 August 2018,Custom House 2
